video_id,comment_text,sarcasm,hate_speech,misinformation,emotion,code_switch_tags
zfjRK9s0pjA,Allah pak baya ko  sehat da❤😢,no,none,na,none,Allah/urdu pak/urdu baya/urdu ko/urdu sehat/urdu da❤😢/urdu
BaMLBWWvNHA,Views lene k liye rajab ko contect bna liya sharam krlo 😂😂😂😂,yes,offensive,na,none,Views/urdu lene/urdu k/urdu liye/urdu rajab/urdu ko/urdu contect/urdu bna/urdu liya/urdu sharam/urdu krlo/urdu 😂😂😂😂/urdu
IMnXqYDHhZI,Kusri k pas condet khatam hogya ab apni wife ko agy kr dya 😂😂,no,hate,na,none,Kusri/urdu k/urdu pas/urdu condet/urdu khatam/urdu hogya/urdu ab/urdu apni/urdu wife/urdu ko/urdu agy/urdu kr/urdu dya/urdu 😂😂/urdu
UiYpRBQ74fs,Sub sy bara Dala hy Jamat islami ka Dala Naeem,no,hate,na,anger,Sub/urdu sy/urdu bara/urdu Dala/urdu hy/urdu Jamat/urdu islami/urdu ka/urdu Dala/urdu Naeem/urdu
IMnXqYDHhZI,Kanwal ap plzz apni eyelashes ka secret bana daay itani barii kasay ho gai mashallah..,no,none,na,joy,Kanwal/urdu ap/urdu plzz/urdu apni/urdu eyelashes/urdu ka/urdu secret/urdu bana/urdu daay/urdu itani/urdu barii/urdu kasay/urdu ho/urdu gai/urdu mashallah../urdu
-w7eMfsuRgA,"JO APNI MOM KA APNAY NANA G KA NA HO SAKA. WOH QOOM AUR MULK K SAATH QUION KER 
SINCEAR HU GAA ??? 😅😅😅😅😅",yes,none,na,none,JO/urdu APNI/urdu MOM/urdu KA/urdu APNAY/urdu NANA/urdu G/urdu KA/urdu NA/urdu HO/urdu SAKA./urdu WOH/urdu QOOM/urdu AUR/urdu MULK/urdu K/urdu SAATH/urdu QUION/urdu KER/urdu SINCEAR/urdu HU/urdu GAA/urdu ???/urdu 😅😅😅😅😅/urdu
VUKai4CZSNw,Yaar ducky bhiee AP piyare ho sare boltay Hain aroob zayada piyare Hain per nahi aroob is Liye ache lagte Hain qun kay wo AP kay sath hote Hain AP dono ek do sare kay sath ache lagtay ho❤,no,none,na,joy,Yaar/urdu ducky/urdu bhiee/urdu AP/urdu piyare/urdu ho/urdu sare/urdu boltay/urdu Hain/urdu aroob/urdu zayada/urdu piyare/urdu Hain/urdu per/urdu nahi/urdu aroob/urdu is/urdu Liye/urdu ache/urdu lagte/urdu Hain/urdu qun/urdu kay/urdu wo/urdu AP/urdu kay/urdu sath/urdu hote/urdu Hain/urdu AP/urdu dono/urdu ek/urdu do/urdu sare/urdu kay/urdu sath/urdu ache/urdu lagtay/urdu ho❤/urdu
WJxfQWiP9DQ,"Imran Riaz Bhai Ch Abdullah Tahir candidate for PTI Okara ko Lahore main Shahid kr dia gea Allah in ko jannat main Ala mukam ata kre ameeeeen
Lakin PTI ki leadership ne ana gwara ni kia",no,none,na,sadness,Imran/urdu Riaz/urdu Bhai/urdu Ch/urdu Abdullah/urdu Tahir/urdu candidate/urdu for/urdu PTI/urdu Okara/urdu ko/urdu Lahore/urdu main/urdu Shahid/urdu kr/urdu dia/urdu gea/urdu Allah/urdu in/urdu ko/urdu jannat/urdu main/urdu Ala/urdu mukam/urdu ata/urdu kre/urdu ameeeeen/urdu Lakin/urdu PTI/urdu ki/urdu leadership/urdu ne/urdu ana/urdu gwara/urdu ni/urdu kia/urdu
4k0ZV0UFZSw,imran bhai pta nahi in manhoson se kb jaan chotay gi,yes,offensive,na,none,imran/urdu bhai/urdu pta/urdu nahi/urdu in/urdu manhoson/urdu se/urdu kb/urdu jaan/urdu chotay/urdu gi/urdu
HeZ2VBdJeOk,"Bulke 100 bln dollars money laundering ho Gai hai, since 2023 as per Mohsin Naqvi",no,none,na,none,"Bulke/urdu 100/urdu bln/urdu dollars/urdu money/urdu laundering/urdu ho/urdu Gai/urdu hai,/urdu since/urdu 2023/urdu as/urdu per/urdu Mohsin/urdu Naqvi/urdu"
8ksTrbtyTco,Please chalenge with duky bhai,no,none,na,joy,Please/english chalenge/english with/english duky/urdu bhai/urdu
XHQrr9fmTkc,Ap ki mamma ka mere jesa mobile hai same,no,none,na,joy,Ap/urdu ki/urdu mamma/urdu ka/urdu mere/urdu jesa/urdu mobile/urdu hai/urdu same/urdu
hhFGhAo4ZfY,Ye chishmish bada cheater hai. 😂😅,yes,none,na,none|joy,Ye/urdu chishmish/urdu bada/urdu cheater/urdu hai./urdu 😂😅/urdu
PKFU1F2QEMQ,Ma sha ALLAH muje bohat khushi hoi ap k new home dekh kar ALLAH pak or barkatain dy 😊🎉,no,none,na,joy,Ma/urdu sha/urdu ALLAH/urdu muje/urdu bohat/urdu khushi/urdu hoi/urdu ap/urdu k/urdu new/urdu home/urdu dekh/urdu kar/urdu ALLAH/urdu pak/urdu or/urdu barkatain/urdu dy/urdu 😊🎉/urdu
IMnXqYDHhZI,Mard ko kud hi apni izzat ka kyal nhi ha to Kya kar skte Hain bare bare Ghar may rehne say bari soch nhi hojati ha ye dunya ki orto ko dyka rahi Kay mard sar ka taj nhi poun ki juti ha😢😢😢,yes,offensive,na,anger|sadness,Mard/urdu ko/urdu kud/urdu hi/urdu apni/urdu izzat/urdu ka/urdu kyal/urdu nhi/urdu ha/urdu to/urdu Kya/urdu kar/urdu skte/urdu Hain/urdu bare/urdu bare/urdu Ghar/urdu may/urdu rehne/urdu say/urdu bari/urdu soch/urdu nhi/urdu hojati/urdu ha/urdu ye/urdu dunya/urdu ki/urdu orto/urdu ko/urdu dyka/urdu rahi/urdu Kay/urdu mard/urdu sar/urdu ka/urdu taj/urdu nhi/urdu poun/urdu ki/urdu juti/urdu ha😢😢😢/urdu
zfjRK9s0pjA,"❤❤❤❤❤fhgefhsnxasudndnxhbvd. .k V ,c kc.  Cmm c, c vklfb.kvnjnvhcbxjh,CDC jk.dlk",no,none,na,none,"❤❤❤❤❤fhgefhsnxasudndnxhbvd./urdu .k/urdu V/urdu ,c/urdu kc./urdu Cmm/urdu c,/urdu c/urdu vklfb.kvnjnvhcbxjh,CDC/urdu jk.dlk/urdu"
UiYpRBQ74fs,ye jo marzi kar ke dekh len kashmiri awam ke soch nhe badl pay gy insha Allah ap kashmiriu ke ley doa kro,no,offensive,na,anger|sadness,ye/urdu jo/urdu marzi/urdu kar/urdu ke/urdu dekh/urdu len/urdu kashmiri/urdu awam/urdu ke/urdu soch/urdu nhe/urdu badl/urdu pay/urdu gy/urdu insha/urdu Allah/urdu ap/urdu kashmiriu/urdu ke/urdu ley/urdu doa/urdu kro/urdu
eY0i4nBXqdY,Bharat ko aapko Saudi Arab,yes,none,na,none,Bharat/urdu ko/urdu aapko/urdu Saudi/urdu Arab/urdu
IMnXqYDHhZI,Mjy suchi zulqarnain bhai ke vloging psnd hits different ❤,no,none,na,joy,Mjy/urdu suchi/urdu zulqarnain/urdu bhai/urdu ke/urdu vloging/urdu psnd/urdu hits/urdu different/urdu ❤/urdu
BaMLBWWvNHA,Karachi agr tax daina chor day toh punjab ka kia hoga 😆😆😆,no,none,na,anger|sadness,Karachi/urdu agr/urdu tax/urdu daina/urdu chor/urdu day/urdu toh/urdu punjab/urdu ka/urdu kia/urdu hoga/urdu 😆😆😆/urdu
FH8OUP2_sN4,Love You ❤ Ducky Bhai,no,none,na,joy,Love/urdu You/urdu ❤/urdu Ducky/urdu Bhai/urdu
gvG35CxYOLg,On another level suno ja k Pakistani rapper shamroz butt n aag lga di h internet p kia song gaya h us n yoyo ko peechy chor dia h 😂😂😂,yes,none,na,joy,On/urdu another/urdu level/urdu suno/urdu ja/urdu k/urdu Pakistani/urdu rapper/urdu shamroz/urdu butt/urdu n/urdu aag/urdu lga/urdu di/urdu h/urdu internet/urdu p/urdu kia/urdu song/urdu gaya/urdu h/urdu us/urdu n/urdu yoyo/urdu ko/urdu peechy/urdu chor/urdu dia/urdu h/urdu 😂😂😂/urdu
nqbNLe84dpM,Ikra aap Fatima ko irritate Karenab Aap Jo block banaengeusne Fatima ko irritate Karenplease please please,yes,offensive,na,joy|surprise,Ikra/urdu aap/urdu Fatima/urdu ko/urdu irritate/urdu Karenab/urdu Aap/urdu Jo/urdu block/urdu banaengeusne/urdu Fatima/urdu ko/urdu irritate/urdu Karenplease/urdu please/urdu please/urdu
BaMLBWWvNHA,"Kya nam rkha he ""Fitna Family"" well don ❤",yes,offensive,na,none|anger,"Kya/urdu nam/urdu rkha/urdu he/urdu ""Fitna/urdu Family""/urdu well/urdu don/urdu ❤/urdu"
nqbNLe84dpM,Are bhai bahut maja aaya 🥰🥴🥴😵‍💫😵‍💫☺️☺️😣,no,none,na,joy,Are/urdu bhai/urdu bahut/urdu maja/urdu aaya/urdu 🥰🥴🥴😵‍💫😵‍💫☺️☺️😣/urdu
XHQrr9fmTkc,Ma na mujhe reply nai diya kyu,no,none,na,none,Ma/urdu na/urdu mujhe/urdu reply/urdu nai/urdu diya/urdu kyu/urdu
IMnXqYDHhZI,Ap Kisi KY bary Mai aasy nhi kah sakty aghar UN KY husband ko Bora lagy ga TU khud hi kah dy gy ap Kyu UN KY baap ban rhy hai,no,none,na,sadness,Ap/urdu Kisi/urdu KY/urdu bary/urdu Mai/urdu aasy/urdu nhi/urdu kah/urdu sakty/urdu aghar/urdu UN/urdu KY/urdu husband/urdu ko/urdu Bora/urdu lagy/urdu ga/urdu TU/urdu khud/urdu hi/urdu kah/urdu dy/urdu gy/urdu ap/urdu Kyu/urdu UN/urdu KY/urdu baap/urdu ban/urdu rhy/urdu hai/urdu
zXAAAXogJ78,Bhai abrar vlog upload ni karta q,no,none,na,sadness,Bhai/urdu abrar/urdu vlog/urdu upload/urdu ni/urdu karta/urdu q/urdu
BljaIOvFkcM,Allah pk hmary kashmiri bro k help kry ameen summa ameen 😢😢 shame on yazid munira mistri,no,offensive,na,anger|sadness,Allah/urdu pk/urdu hmary/urdu kashmiri/urdu bro/urdu k/urdu help/urdu kry/urdu ameen/urdu summa/urdu ameen/urdu 😢😢/urdu shame/urdu on/urdu yazid/urdu munira/urdu mistri/urdu
zfjRK9s0pjA,Kabhi bhi paida ho Gaya❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,no,none,na,none|joy,Kabhi/urdu bhi/urdu paida/urdu ho/urdu Gaya❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤/urdu
IMnXqYDHhZI,Wife ho tu rajab butt ki eman jesi Allah ka bara fazlo o karam h achi obident bevi ka hona 🎉 eman bhabhi stay blessed ❤ Allah kanwal api ko hadayt dy very good susral Mila h isko… na-shukri aurat,no,none,na,joy,Wife/urdu ho/urdu tu/urdu rajab/urdu butt/urdu ki/urdu eman/urdu jesi/urdu Allah/urdu ka/urdu bara/urdu fazlo/urdu o/urdu karam/urdu h/urdu achi/urdu obident/urdu bevi/urdu ka/urdu hona/urdu 🎉/urdu eman/urdu bhabhi/urdu stay/english blessed/english ❤/urdu Allah/urdu kanwal/urdu api/urdu ko/urdu hadayt/urdu dy/urdu very/urdu good/urdu susral/urdu Mila/urdu h/urdu isko…/urdu na-shukri/urdu aurat/urdu
EyrNOfyxSBQ,AJ DEN KA 11 O CLOCK SE DAKHE RAHI HO,no,none,na,none,AJ/urdu DEN/urdu KA/urdu 11/urdu O/urdu CLOCK/urdu SE/urdu DAKHE/urdu RAHI/urdu HO/urdu
nqbNLe84dpM,Iqra Yar tom bohot bohot zyada pyari lag Rahi ho,no,none,na,joy,Iqra/urdu Yar/urdu tom/urdu bohot/urdu bohot/urdu zyada/urdu pyari/urdu lag/urdu Rahi/urdu ho/urdu
nqbNLe84dpM,Fatima and Hira ka Sara fight parank karo please please 🥺🥺🥺🥺🥺,no,none,na,joy,Fatima/urdu and/urdu Hira/urdu ka/urdu Sara/urdu fight/urdu parank/urdu karo/urdu please/urdu please/urdu 🥺🥺🥺🥺🥺/urdu
IMnXqYDHhZI,Shoes k liye mashallah nhi Khty,no,none,na,none,Shoes/urdu k/urdu liye/urdu mashallah/urdu nhi/urdu Khty/urdu
BljaIOvFkcM,TUUN K RAKHOOOOO KASHMIRI'S WELL-DONE 🎉🌹🎉🌹🎉🌹🎉🌹🎉🌹,no,none,na,joy,TUUN/urdu K/urdu RAKHOOOOO/urdu KASHMIRI'S/urdu WELL-DONE/urdu 🎉🌹🎉🌹🎉🌹🎉🌹🎉🌹/urdu
8ksTrbtyTco,Shahver n his wife sare umer Canada m rahy h r cooking tk ne ati.,yes,offensive,na,none,Shahver/urdu n/urdu his/urdu wife/urdu sare/urdu umer/urdu Canada/urdu m/urdu rahy/urdu h/urdu r/urdu cooking/urdu tk/urdu ne/urdu ati./urdu
IMnXqYDHhZI,Nice all vlogers mein sy ap best ho mashallah 😊,no,none,na,joy,Nice/urdu all/urdu vlogers/urdu mein/urdu sy/urdu ap/urdu best/urdu ho/urdu mashallah/urdu 😊/urdu
IMnXqYDHhZI,Nokar kaise ry sakta kanwal ky hota koi kam karty nahi bhar gomna ly jao Yai zulqarnan ky dost boy's ky sat b bhar jana sy inker nahi karty ....Apne apko larky smjhty hai 50 saal kee dayhan,yes,offensive,na,anger,Nokar/urdu kaise/urdu ry/urdu sakta/urdu kanwal/urdu ky/urdu hota/urdu koi/urdu kam/urdu karty/urdu nahi/urdu bhar/urdu gomna/urdu ly/urdu jao/urdu Yai/urdu zulqarnan/urdu ky/urdu dost/urdu boy's/urdu ky/urdu sat/urdu b/urdu bhar/urdu jana/urdu sy/urdu inker/urdu nahi/urdu karty/urdu ....Apne/urdu apko/urdu larky/urdu smjhty/urdu hai/urdu 50/urdu saal/urdu kee/urdu dayhan/urdu
nqbNLe84dpM,Zainab k sath thk howa hai,no,none,na,joy|none,Zainab/urdu k/urdu sath/urdu thk/urdu howa/urdu hai/urdu
BmpRnfu16YA,ap bhi apne ghar ka home tour do,no,none,na,none,ap/urdu bhi/urdu apne/urdu ghar/urdu ka/urdu home/urdu tour/urdu do/urdu
N-0DINjOMlY,Kanwal api plz ap hi vlogging kary,no,none,na,none,Kanwal/urdu api/urdu plz/urdu ap/urdu hi/urdu vlogging/urdu kary/urdu
PKFU1F2QEMQ,Mashallah bahut pyara Ghar hai Allah naseeb Karen sabko,no,none,na,joy,Mashallah/urdu bahut/urdu pyara/urdu Ghar/urdu hai/urdu Allah/urdu naseeb/urdu Karen/urdu sabko/urdu
EyrNOfyxSBQ,Comment Mai Allah ya Muhammad ka nam koi b na likhay video daikhni ha daikho ni daikhni to dfa ho jao is baigharat drama k comment Mai pak nam na likho shrm karo,no,none,na,sadness,Comment/urdu Mai/urdu Allah/urdu ya/urdu Muhammad/urdu ka/urdu nam/urdu koi/urdu b/urdu na/urdu likhay/urdu video/urdu daikhni/urdu ha/urdu daikho/urdu ni/urdu daikhni/urdu to/urdu dfa/urdu ho/urdu jao/urdu is/urdu baigharat/urdu drama/urdu k/urdu comment/urdu Mai/urdu pak/urdu nam/urdu na/urdu likho/urdu shrm/urdu karo/urdu
XHQrr9fmTkc,Fatima api ma na ap ko subcribe Kai ha,no,none,na,joy,Fatima/urdu api/urdu ma/urdu na/urdu ap/urdu ko/urdu subcribe/urdu Kai/urdu ha/urdu
BljaIOvFkcM,Andhay ko nazar araha hai k gilgit me ppp ko govt di gai hai or kashmir me pml n ko milni.inki noora khusti k dramaz ab fail hain .ab nai pakistani beaquf bnat ge.Allah ki madad say wo din dur nai jab ye nizam ibrat banay ga inshaa Allah .islam k name par is mulk ka jo inho ne hashar kia uska hisab allah is duniya me e le ga.inshaa Allah,no,hate,na,anger|sadness,Andhay/urdu ko/urdu nazar/urdu araha/urdu hai/urdu k/urdu gilgit/urdu me/urdu ppp/urdu ko/urdu govt/urdu di/urdu gai/urdu hai/urdu or/urdu kashmir/urdu me/urdu pml/urdu n/urdu ko/urdu milni.inki/urdu noora/urdu khusti/urdu k/urdu dramaz/urdu ab/urdu fail/urdu hain/urdu .ab/urdu nai/urdu pakistani/urdu beaquf/urdu bnat/urdu ge.Allah/urdu ki/urdu madad/urdu say/urdu wo/urdu din/urdu dur/urdu nai/urdu jab/urdu ye/urdu nizam/urdu ibrat/urdu banay/urdu ga/urdu inshaa/urdu Allah/urdu .islam/urdu k/urdu name/urdu par/urdu is/urdu mulk/urdu ka/urdu jo/urdu inho/urdu ne/urdu hashar/urdu kia/urdu uska/urdu hisab/urdu allah/urdu is/urdu duniya/urdu me/urdu e/urdu le/urdu ga.inshaa/urdu Allah/urdu
FH8OUP2_sN4,Jo Mera comment like Karen Allah us ko umra Kare Ameen,no,none,na,joy,Jo/urdu Mera/urdu comment/urdu like/urdu Karen/urdu Allah/urdu us/urdu ko/urdu umra/urdu Kare/urdu Ameen/urdu
VUKai4CZSNw,Pakistan ka sub sa barha chapri kon hai👇,yes,offensive,na,none,Pakistan/urdu ka/urdu sub/urdu sa/urdu barha/urdu chapri/urdu kon/urdu hai👇/urdu
BaMLBWWvNHA,"Bhai u earn my respect and a subscriber😊
Larkion ka bhai zulqarnain bhai
Bhai thanks for standing up for us 
How rajab speak to women😢  is what his reality is actually",no,none,na,joy,Bhai/urdu u/english earn/english my/english respect/english and/english a/english subscriber😊/english Larkion/urdu ka/urdu bhai/urdu zulqarnain/urdu bhai/urdu Bhai/urdu thanks/urdu for/english standing/english up/english for/english us/english How/english rajab/english speak/english to/english women😢/english is/english what/english his/english reality/english is/english actually/english
8ksTrbtyTco,Fake challenges. Last time ducky aur aroob ki dafa apny friends ko bula liya tha foos taste krny k ly. Is bar rhs Maha ko btaye bgr chef Le Aya. Chawal bnda.,no,none,na,none,Fake/urdu challenges./urdu Last/urdu time/urdu ducky/urdu aur/urdu aroob/urdu ki/urdu dafa/urdu apny/urdu friends/urdu ko/urdu bula/urdu liya/urdu tha/urdu foos/urdu taste/urdu krny/urdu k/urdu ly./urdu Is/urdu bar/urdu rhs/urdu Maha/urdu ko/urdu btaye/urdu bgr/urdu chef/urdu Le/urdu Aya./urdu Chawal/urdu bnda./urdu
BljaIOvFkcM,Allah Pak kashmiri bhaijo ki hiffazat farmay Ameen,no,none,na,sadness,Allah/urdu Pak/urdu kashmiri/urdu bhaijo/urdu ki/urdu hiffazat/urdu farmay/urdu Ameen/urdu
UiYpRBQ74fs,Main aaj k baad protocol nhi lon ga.,no,none,na,sadness,Main/urdu aaj/urdu k/urdu baad/urdu protocol/urdu nhi/urdu lon/urdu ga./urdu
XHQrr9fmTkc,Fatima api rabia hira api ki filam kau nahi a rahi😢❤😮😅ham intazar kar rahi hai 🎉😢😮,no,none,na,none,Fatima/urdu api/urdu rabia/urdu hira/urdu api/urdu ki/urdu filam/urdu kau/urdu nahi/urdu a/urdu rahi😢❤😮😅ham/urdu intazar/urdu kar/urdu rahi/urdu hai/urdu 🎉😢😮/urdu
8ksTrbtyTco,Oh my god donu ki wife's bht hi pohar Hain.... Kuch nhi ata siwaye sajny  sawarny k Allah ki Hafiz  ha in donu kaa..... Zerooo reward,yes,hate,na,none,Oh/urdu my/urdu god/urdu donu/urdu ki/urdu wife's/urdu bht/urdu hi/urdu pohar/urdu Hain..../urdu Kuch/urdu nhi/urdu ata/urdu siwaye/urdu sajny/urdu sawarny/urdu k/urdu Allah/urdu ki/urdu Hafiz/urdu ha/urdu in/urdu donu/urdu kaa...../urdu Zerooo/english reward/english
IMnXqYDHhZI,Kanwal Api ap bht pyari hen MASHAALLAH,no,none,na,none,Kanwal/urdu Api/urdu ap/urdu bht/urdu pyari/urdu hen/urdu MASHAALLAH/urdu
HeZ2VBdJeOk,Best beautiful good vilog bhai imran 🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼,no,none,na,none,Best/english beautiful/english good/english vilog/urdu bhai/urdu imran/urdu 🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼/urdu
IMnXqYDHhZI,Maza a ra kanwal api ko itna zyada vlog ma dekh k i love her,no,none,na,none,Maza/urdu a/urdu ra/urdu kanwal/urdu api/urdu ko/urdu itna/urdu zyada/urdu vlog/urdu ma/urdu dekh/urdu k/urdu i/english love/english her/english
gvG35CxYOLg,Me to easy sy kha lo gayee suchii me,no,none,na,none,Me/urdu to/urdu easy/urdu sy/urdu kha/urdu lo/urdu gayee/urdu suchii/urdu me/urdu
EyrNOfyxSBQ,Harr  kisi kay  in jesi kismat nahi hoti or ya allah in jesi kismat kisi ki na ho apnay deen or apnay allah sau durr hay bass mujra karna aata hay or young generation ko kia sikha rahi hay kay independent honay kay liye mujra karo or apnay dupattay uttar do jahil log,no,offensive,na,anger|sadness|fear,Harr/urdu kisi/urdu kay/urdu in/urdu jesi/urdu kismat/urdu nahi/urdu hoti/urdu or/urdu ya/urdu allah/urdu in/urdu jesi/urdu kismat/urdu kisi/urdu ki/urdu na/urdu ho/urdu apnay/urdu deen/urdu or/urdu apnay/urdu allah/urdu sau/urdu durr/urdu hay/urdu bass/urdu mujra/urdu karna/urdu aata/urdu hay/urdu or/urdu young/urdu generation/urdu ko/urdu kia/urdu sikha/urdu rahi/urdu hay/urdu kay/urdu independent/urdu honay/urdu kay/urdu liye/urdu mujra/urdu karo/urdu or/urdu apnay/urdu dupattay/urdu uttar/urdu do/urdu jahil/urdu log/urdu
nqbNLe84dpM,Inki 4 bheno k sat asy he hona chay hahahahaha,yes,offensive,na,anger,Inki/urdu 4/urdu bheno/urdu k/urdu sat/urdu asy/urdu he/urdu hona/urdu chay/urdu hahahahaha/urdu
nqbNLe84dpM,Api me ap ke boat bari fan ho,no,none,na,joy,Api/urdu me/urdu ap/urdu ke/urdu boat/urdu bari/urdu fan/urdu ho/urdu
nqbNLe84dpM,Many ab apka vlog ni deakhna ap  apni betika face ni deakti ha,no,none,na,sadness,Many/urdu ab/urdu apka/urdu vlog/urdu ni/urdu deakhna/urdu ap/urdu apni/urdu betika/urdu face/urdu ni/urdu deakti/urdu ha/urdu
BljaIOvFkcM,Imran Bhai app ki video direct play nh ho rai downland kr ka phr dakhna pad Rai ha,no,none,na,sadness,Imran/urdu Bhai/urdu app/urdu ki/urdu video/urdu direct/urdu play/urdu nh/urdu ho/urdu rai/urdu downland/urdu kr/urdu ka/urdu phr/urdu dakhna/urdu pad/urdu Rai/urdu ha/urdu
IMnXqYDHhZI,Hyee❤❤❤❤ Sachi kanwal is the best vloger mujhy ap ki collection bht achi lgi,no,none,na,joy,Hyee❤❤❤❤/urdu Sachi/urdu kanwal/urdu is/english the/english best/english vloger/english mujhy/urdu ap/urdu ki/urdu collection/urdu bht/urdu achi/urdu lgi/urdu
IMnXqYDHhZI,Bore velog...over ... zulqernain genuine person hai.suru say he achi ameer family say hai.kanwal ko late mila sab.ab bechari ko samnbhalny nahi ho rha.bongi.english to sai bolni nainaati.is ke sari family bongi aur paumdo,no,offensive,na,anger,Bore/urdu velog...over/urdu .../urdu zulqernain/urdu genuine/urdu person/urdu hai.suru/urdu say/urdu he/urdu achi/urdu ameer/urdu family/urdu say/urdu hai.kanwal/urdu ko/urdu late/urdu mila/urdu sab.ab/urdu bechari/urdu ko/urdu samnbhalny/urdu nahi/urdu ho/urdu rha.bongi.english/urdu to/urdu sai/urdu bolni/urdu nainaati.is/urdu ke/urdu sari/urdu family/urdu bongi/urdu aur/urdu paumdo/urdu
Erif7Vj9NSQ,Black is very beautiful beautifu Fatima ki aap bahut pyari hai,no,none,na,joy,Black/english is/english very/english beautiful/english beautifu/english Fatima/urdu ki/urdu aap/urdu bahut/urdu pyari/urdu hai/urdu
IMnXqYDHhZI,Awam pagal nai jo pichy parh jayegi,no,none,na,none,Awam/urdu pagal/urdu nai/urdu jo/urdu pichy/urdu parh/urdu jayegi/urdu
-w7eMfsuRgA,"Pore pakista ko semi caent banaden
Jo  Samoan  fouji ko miti hen pore Pakistan ko milen",no,none,na,none,Pore/urdu pakista/urdu ko/urdu semi/urdu caent/urdu banaden/urdu Jo/urdu Samoan/urdu fouji/urdu ko/urdu miti/urdu hen/urdu pore/urdu Pakistan/urdu ko/urdu milen/urdu
N-0DINjOMlY,"Saly na tumhy fikr hai na gashti knwal ko Tum dono srf passo k Liye bachi ko hfta hfta chor k hud gashti ko LY k nikl jty o , mujy TU lgta bachi b Teri ni salya",no,hate,na,anger,"Saly/urdu na/urdu tumhy/urdu fikr/urdu hai/urdu na/urdu gashti/urdu knwal/urdu ko/urdu Tum/urdu dono/urdu srf/urdu passo/urdu k/urdu Liye/urdu bachi/urdu ko/urdu hfta/urdu hfta/urdu chor/urdu k/urdu hud/urdu gashti/urdu ko/urdu LY/urdu k/urdu nikl/urdu jty/urdu o/urdu ,/urdu mujy/urdu TU/urdu lgta/urdu bachi/urdu b/urdu Teri/urdu ni/urdu salya/urdu"
gvG35CxYOLg,mery shoty Bhai NY mery Saath Beth Kar ye Vedio Dekhi or jab biriyani Khany k baad shaveer sir ki halat dekhi tuo kehta hy... api mien ye nhi khaonga mine bas biriyani ko meethi chatni k Saath khaounga  and i m still laughing ...hahahaha,no,none,na,joy,mery/urdu shoty/urdu Bhai/urdu NY/urdu mery/urdu Saath/urdu Beth/urdu Kar/urdu ye/urdu Vedio/urdu Dekhi/urdu or/urdu jab/urdu biriyani/urdu Khany/urdu k/urdu baad/urdu shaveer/urdu sir/urdu ki/urdu halat/urdu dekhi/urdu tuo/urdu kehta/urdu hy.../urdu api/urdu mien/urdu ye/urdu nhi/urdu khaonga/urdu mine/urdu bas/urdu biriyani/urdu ko/urdu meethi/urdu chatni/urdu k/urdu Saath/urdu khaounga/urdu and/urdu i/english m/english still/english laughing/english ...hahahaha/urdu
VUKai4CZSNw,Nobita ka house dikhao,no,none,na,joy|none,Nobita/urdu ka/urdu house/urdu dikhao/urdu
nqbNLe84dpM,Rabia Film kay bad blhot shohi ho gayi ha ap ko lag raha ha toh like karo,no,none,na,joy,Rabia/urdu Film/urdu kay/urdu bad/urdu blhot/urdu shohi/urdu ho/urdu gayi/urdu ha/urdu ap/urdu ko/urdu lag/urdu raha/urdu ha/urdu toh/urdu like/urdu karo/urdu
Erif7Vj9NSQ,Barat Ka Liya Black   Color  Le Fatima  Api,no,none,na,none,Barat/urdu Ka/urdu Liya/urdu Black/urdu Color/urdu Le/urdu Fatima/urdu Api/urdu
IMnXqYDHhZI,Mashallah aapi bahut accha hai vlog aap ka 😊❤️,no,none,na,joy,Mashallah/urdu aapi/urdu bahut/urdu accha/urdu hai/urdu vlog/urdu aap/urdu ka/urdu 😊❤️/urdu
WJxfQWiP9DQ,Sirf dehan badalnay k liey kashmir se awam ka ye batain horahy hain hona kuch nahi hai,no,none,na,anger|sadness,Sirf/urdu dehan/urdu badalnay/urdu k/urdu liey/urdu kashmir/urdu se/urdu awam/urdu ka/urdu ye/urdu batain/urdu horahy/urdu hain/urdu hona/urdu kuch/urdu nahi/urdu hai/urdu
IMnXqYDHhZI,MashaAllah MashaAllah MashaAllah MashaAllah MashaAllah MashaAllah MashaAllah Allah naseeb kry  hum girls ka qeemti asasa hai 😁,no,none,na,joy,MashaAllah/urdu MashaAllah/urdu MashaAllah/urdu MashaAllah/urdu MashaAllah/urdu MashaAllah/urdu MashaAllah/urdu Allah/urdu naseeb/urdu kry/urdu hum/urdu girls/urdu ka/urdu qeemti/urdu asasa/urdu hai/urdu 😁/urdu
