video_id,comment_text,sarcasm,hate_speech,misinformation,emotion,code_switch_tags
XHQrr9fmTkc,Fatima api ap to such ma ladka lag rahe ho😊,yes,none,na,joy,Fatima/ambiguous api/urdu ap/urdu to/urdu such/urdu ma/urdu ladka/urdu lag/urdu rahe/urdu ho/urdu
zfjRK9s0pjA,Ameen theek rahy  or AP ka ghar me sab theek rahy,no,none,na,joy,Ameen/urdu theek/urdu rahy/urdu or/urdu AP/urdu ka/urdu ghar/urdu me/urdu sab/urdu theek/urdu rahy/urdu
VUKai4CZSNw,aroob ap ko 2026 ma dhoka dy gi😥,yes,none,na,sadness,aroob/ambiguous ap/urdu ko/urdu 2026/english ma/urdu dhoka/urdu dy/urdu gi/urdu
nqbNLe84dpM,Cip challeges lays lqral kawanal love you hai,no,none,na,joy,Cip/ambiguous challeges/english lays/english lqral/ambiguous kawanal/ambiguous love/english you/english hai/urdu
EyrNOfyxSBQ,So so beautiful movie from Rabia AApi please next part bhi banae🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,no,none,na,joy,So/english so/english beautiful/english movie/english from/english Rabia/ambiguous AApi/urdu please/english next/english part/english bhi/urdu banae/urdu
eY0i4nBXqdY,Hira api ko bi umara  pa la jo,yes,none,na,none,Hira/ambiguous api/urdu ko/urdu bi/urdu umara/urdu pa/urdu la/urdu jo/urdu
8ksTrbtyTco,Biwiya dekhany ka moka chaiyy huta bus Chalo paisa kamao inko apni izato ko dikha k,yes,offensive,na,anger,Biwiya/urdu dekhany/urdu ka/urdu moka/urdu chaiyy/urdu huta/urdu bus/urdu Chalo/urdu paisa/urdu kamao/urdu inko/urdu apni/urdu izato/urdu ko/urdu dikha/urdu k/urdu
IMnXqYDHhZI,Joton pe mashallah kon khta ha,yes,none,na,surprise,Joton/urdu pe/urdu mashallah/urdu kon/urdu khta/urdu ha/urdu
WJxfQWiP9DQ,Only solution 10 caror logon ko ka sar tan se juda karna huga ju ju establishment aur siyasi parton ko Support kare ga chahy wo taqi usmani hie kyu na sabko Asi mayt deni hugi tab jake ek rasta nikal aye ga warna ye rona dona free ye free wo in jalsy jaloso se kuch nahi hune wala,yes,hate,na,anger,Only/english solution/english 10/ambiguous caror/urdu logon/urdu ko/urdu ka/urdu sar/urdu tan/urdu se/urdu juda/urdu karna/urdu huga/urdu ju/urdu ju/urdu establishment/english aur/urdu siyasi/urdu parton/urdu ko/urdu Support/english kare/urdu ga/urdu chahy/urdu wo/urdu taqi/urdu usmani/urdu hie/urdu kyu/urdu na/urdu sabko/urdu Asi/urdu mayt/urdu deni/urdu hugi/urdu tab/urdu jake/urdu ek/urdu rasta/urdu nikal/urdu aye/urdu ga/urdu warna/urdu ye/urdu rona/urdu dona/urdu free/english ye/urdu free/english wo/urdu in/urdu jalsy/urdu jaloso/urdu se/urdu kuch/urdu nahi/urdu hune/urdu wala/urdu
zfjRK9s0pjA,Allah AP ko  AP jaisi bheti na dai,no,none,na,sadness,Allah/urdu AP/urdu ko/urdu AP/urdu jaisi/urdu bheti/urdu na/urdu dai/urdu
nqbNLe84dpM,Areeb apni saliyo sy kutto wali krwata besharam,yes,offensive,na,anger,Areeb/ambiguous apni/urdu saliyo/urdu sy/urdu kutto/urdu wali/urdu krwata/urdu besharam/urdu
BaMLBWWvNHA,Rajab butt salute zulqar ku mirchi lagi hai,yes,offensive,na,joy|anger,Rajab/ambiguous butt/ambiguous salute/english zulqar/ambiguous ku/urdu mirchi/urdu lagi/urdu hai/urdu
BaMLBWWvNHA,Good bhai Acha kiya is ny sb k bacho ko kherab kiya hy,yes,offensive,na,anger,Good/english bhai/urdu Acha/urdu kiya/urdu is/urdu ny/urdu sb/urdu k/urdu bacho/urdu ko/urdu kherab/urdu kiya/urdu hy/urdu
BmpRnfu16YA,Hello koi mere comment per like kardo,no,none,na,none,Hello/english koi/urdu mere/urdu comment/english per/urdu like/english kardo/urdu
IMnXqYDHhZI,Humary bohaaat hi zrurt mand hy koi ap unko donat kar dy,no,none,na,sadness,Humary/urdu bohaaat/urdu hi/urdu zrurt/urdu mand/urdu hy/urdu koi/urdu ap/urdu unko/urdu donat/english kar/urdu dy/urdu
N-0DINjOMlY,Ap vlog na banaya karaii plzzz kanwal ko banaya diya karai wo bohat piyaara vlogs banati ha,no,none,na,joy,Ap/urdu vlog/english na/urdu banaya/urdu karaii/urdu plzzz/english kanwal/urdu ko/urdu banaya/urdu diya/urdu karai/urdu wo/urdu bohat/urdu piyaara/urdu vlogs/english banati/urdu ha/urdu
eY0i4nBXqdY,Aap log kabbi live q nahi atte plz aaa j,no,none,na,anger,Aap/urdu log/urdu kabbi/urdu live/english q/english nahi/urdu atte/urdu plz/english aaa/urdu j/english
BljaIOvFkcM,DSP hungu Kay liye tu bohat duaye maang rahay ho kabhi begunah pashtun bacho aur aurato Kay liye iss Tarah duaye maangi hain aap nay???!!!!!?????.,yes,hate,na,anger,english/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous
-w7eMfsuRgA,Ye sab kooch kashmir se nazaar hatane  ka tariqa  hey,yes,none,na,anger,Ye/urdu sab/urdu kooch/urdu kashmir/urdu se/urdu nazaar/urdu hatane/urdu ka/urdu tariqa/urdu hey/urdu
BljaIOvFkcM,"Is zmany ka yazeed asam Muneer,",no,none,na,none,english/ambiguous urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu
BmpRnfu16YA,33:27  half pink Hona half blue Hona chahiye tha Kiun ki ladko Ka fav blue ha,no,none,na,none,ambiguous/ambiguous half/english pink/english Hona/urdu half/english blue/english Hona/urdu chahiye/urdu tha/urdu Kiun/urdu ki/urdu ladko/urdu Ka/urdu fav/english blue/english ha/urdu
BmpRnfu16YA,Mere pass Basi hai Tere pass,yes,none,na,joy,Mere/urdu pass/urdu Basi/urdu hai/urdu Tere/urdu pass/urdu
IMnXqYDHhZI,Isko koi musalmaan hai tu is ke vlog ko unscribe kro jo muslim Alllah talah sr pyar krta hai tu is ko maza chaka do,no,hate,na,anger,Isko/urdu koi/urdu musalmaan/urdu hai/urdu tu/urdu is/urdu ke/urdu vlog/english ko/urdu unscribe/english kro/urdu jo/urdu muslim/urdu Alllah/urdu talah/urdu sr/ambiguous pyar/urdu krta/urdu hai/urdu tu/urdu is/urdu ko/urdu maza/urdu chaka/urdu do/urdu
hhFGhAo4ZfY,Flip the bottle again karo wo maze ka hota hy,no,none,na,joy,Flip/english the/english bottle/english again/english karo/urdu wo/urdu maze/urdu ka/urdu hota/urdu hy/urdu
N-0DINjOMlY,Ankhon mein ansu aa gaye jab ap aizal ko gale laga rahe thy 😢❤️,no,none,na,sadness|joy,Ankhon/urdu mein/urdu ansu/urdu aa/urdu gaye/urdu jab/urdu ap/urdu aizal/urdu ko/urdu gale/urdu laga/urdu rahe/urdu thy/urdu 😢❤️/ambiguous
-w7eMfsuRgA,Bilkul sahi kaha apne  in k haath  lithre hwe hen majbur  karkun on  k khun se,no,hate,na,anger,Bilkul/urdu sahi/urdu kaha/urdu apne/urdu in/urdu k/urdu haath/urdu lithre/urdu hwe/urdu hen/urdu majbur/urdu karkun/urdu on/urdu k/urdu khun/urdu se/urdu
BljaIOvFkcM,Bss ye petrol he reh gia hai in k pss jisy ye paisy bana kr mulk Chala rhy hain agr hum awam Kuch din k lye petrol b laina band kr dain tu phr in k pss Kuch b nhi rahe ga,yes,offensive,na,anger,Bss/urdu ye/urdu petrol/urdu he/urdu reh/urdu gia/urdu hai/urdu in/urdu k/urdu pss/urdu jisy/urdu ye/urdu paisy/urdu bana/urdu kr/urdu mulk/urdu Chala/urdu rhy/urdu hain/urdu agr/urdu hum/urdu awam/urdu Kuch/urdu din/urdu k/urdu lye/urdu petrol/urdu b/urdu laina/urdu band/urdu kr/urdu dain/urdu tu/urdu phr/urdu in/urdu k/urdu pss/urdu Kuch/urdu b/urdu nhi/urdu rahe/urdu ga/urdu
nqbNLe84dpM,BS shukar hai aap ne nahi khayi,yes,none,na,joy,BS/ambiguous shukar/urdu hai/urdu aap/urdu ne/urdu nahi/urdu khayi/urdu
eY0i4nBXqdY,Main aapki bahut badi fan hun aur mujhe aapse madad nahin karta Nahin hun matlab main aapse Milana bahut chahti hun matlab,no,none,na,joy,Main/urdu aapki/urdu bahut/urdu badi/urdu fan/english hun/urdu aur/urdu mujhe/urdu aapse/urdu madad/urdu nahin/urdu karta/urdu Nahin/urdu hun/urdu matlab/urdu main/urdu aapse/urdu Milana/urdu bahut/urdu chahti/urdu hun/urdu matlab/urdu
8ksTrbtyTco,Items Exchange Ki k Nhi Phir 😂🎉,yes,none,na,joy|surprise,Items/english Exchange/english Ki/urdu k/urdu Nhi/urdu Phir/urdu 😂🎉/ambiguous
8ksTrbtyTco,"How it can possible,,,, Maha ki cooking bht achi ha.. ..",yes,none,na,surprise,How/english it/english can/english possible/english Maha/urdu ki/urdu cooking/english bht/urdu achi/urdu ha/urdu
nqbNLe84dpM,API ma ap ki fan hu,no,none,na,joy,english/english urdu/urdu urdu/urdu urdu/urdu english/english urdu/urdu
BljaIOvFkcM,Government I P P ko Nationalize Kre,no,none,na,anger,Government/english I/english P/english P/english ko/urdu Nationalize/english Kre/urdu
WJxfQWiP9DQ,Imran Bhai  commander farooq sheed sabqa ssg 2 cdo ka tha,no,none,na,none,Imran/ambiguous Bhai/urdu commander/english farooq/urdu sheed/urdu sabqa/urdu ssg/english 2/english cdo/english ka/urdu tha/urdu
8ksTrbtyTco,Shukar ha ducky ko nahi bulya wrna koi b ya challenge na dekhta,yes,none,na,joy,Shukar/urdu ha/urdu ducky/english ko/urdu nahi/urdu bulya/urdu wrna/urdu koi/urdu b/urdu ya/urdu challenge/english na/urdu dekhta/urdu
nqbNLe84dpM,Iqra api plzzzz muja apni snapchat id ka name bta da plzzzzz 🙏🙏😭😭🥺🥺,no,none,na,sadness,Iqra/ambiguous api/urdu plzzzz/english muja/urdu apni/urdu snapchat/english id/english ka/urdu name/english bta/urdu da/urdu plzzzzz/english 🙏🙏😭😭🥺🥺/ambiguous
4k0ZV0UFZSw,Allah pak Imran Khan ki madat farmay,no,none,na,joy,Allah/urdu pak/urdu Imran/ambiguous Khan/urdu ki/urdu madat/urdu farmay/urdu
eY0i4nBXqdY,Name Nabeel aapke Fatima mubarak ho mera naam Nabeel hai mera naam aapke pass mein aapane block mein Lena achcha aap bahut acche block banate hain aap hero bahut acche banate hain aap sabse aap acche lagte Hain,no,none,na,joy,english/english Nabeel/urdu aapke/urdu Fatima/urdu mubarak/urdu ho/urdu mera/urdu naam/urdu Nabeel/urdu hai/urdu mera/urdu naam/urdu aapke/urdu pass/urdu mein/urdu aapane/urdu block/english mein/urdu Lena/urdu achcha/urdu aap/urdu bahut/urdu acche/urdu block/english banate/urdu hain/urdu aap/urdu hero/english bahut/urdu acche/urdu banate/urdu hain/urdu aap/urdu sabse/urdu aap/urdu acche/urdu lagte/urdu Hain/urdu
HeZ2VBdJeOk,Rlease imran khan great leader inshallha 🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼🤲🏼ya Allah imran khan ki madad kar suma ameen inshallha niklo bhai sary please punjab,no,none,na,joy,english/ambiguous urdu/ambiguous urdu/ambiguous english/english english/english urdu/ambiguous emoji/ambiguous urdu/ambiguous english/english urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous english/english urdu/ambiguous urdu/ambiguous
UiYpRBQ74fs,Jo bechare Apne peene ke liye cigaret lekar jaate Hain unse yah paise Lete Hain,yes,none,na,anger,Jo/urdu bechare/urdu Apne/urdu peene/urdu ke/urdu liye/urdu cigaret/english lekar/urdu jaate/urdu Hain/urdu unse/urdu yah/urdu paise/urdu Lete/urdu Hain/urdu
8ksTrbtyTco,Carrefour ka boycott hai or tum waha sy buy kar rhy ho lantii i have 100 gmail acount har acount sy report marny laga hun or sub muslim bhaio ko kahu ga report karoo,yes,offensive,na,anger,Carrefour/english ka/urdu boycott/english hai/urdu or/urdu tum/urdu waha/urdu sy/urdu buy/english kar/urdu rhy/urdu ho/urdu lantii/urdu i/english have/english 100/english gmail/english acount/urdu har/urdu acount/urdu sy/urdu report/english marny/urdu laga/urdu hun/urdu or/urdu sub/urdu muslim/urdu bhaio/urdu ko/urdu kahu/urdu ga/urdu report/english karoo/urdu
XHQrr9fmTkc,Hlo gaiz kya hal h,no,none,na,joy,english/ambiguous english/ambiguous urdu/urdu urdu/urdu urdu/urdu
zXAAAXogJ78,Dost bharay ajeeb hotay h bt bt pe bezti hi krty rahty h😂😂😂,yes,none,na,joy,Dost/urdu bharay/urdu ajeeb/urdu hotay/urdu h/urdu bt/english bt/english pe/urdu bezti/urdu hi/urdu krty/urdu rahty/urdu h/urdu
eY0i4nBXqdY,Shuru karne wali aap hi to bahut pyari hai,yes,none,na,joy,Shuru/urdu karne/urdu wali/urdu aap/urdu hi/urdu to/urdu bahut/urdu pyari/urdu hai/urdu
PKFU1F2QEMQ,Mashallah Allah pak app sab k naseeb m kry ❤❤❤❤ amen,no,none,na,joy,Mashallah/urdu Allah/urdu pak/urdu app/urdu sab/urdu k/urdu naseeb/urdu m/urdu kry/urdu ❤❤❤❤/ambiguous amen/english
WJxfQWiP9DQ,sir ham log srif dor sa tamasha dakhna wala Alla pak ham sab PA rahim kara 😢😢,no,none,na,sadness,sir/urdu ham/urdu log/urdu srif/urdu dor/urdu sa/urdu tamasha/urdu dakhna/urdu wala/urdu Alla/urdu pak/urdu ham/urdu sab/urdu PA/ambiguous rahim/urdu kara/urdu 😢😢/ambiguous
UiYpRBQ74fs,Mai Nepal se hun Imranbhai.mujhe apna mulk Nepal ka armycheif ka name  maalum nahi wallah na padosi mulk Bharat ka magar Pakistan ka Pakistani Genz ab tak soye hain😂 hamre Yahan Sirf 3se5hazar ki tadad  Genz nikla tha sab kuch palat diya abhi hamre Dist mei(sunsari) mei muslim jhadap jari hai jiss mei do Hindu noujawan police ki goli se mar gaya aur 10 hospitalies hai hinduon ka hum aate ki namak ke barabar hain magar majal hai Jo hum par ko pathar bhi phenke .kashmiri awam ke sath hamdardi Allah khansb ki hifazat farmaye.aameen.,yes,hate,misinfo,anger|sadness,Mai/urdu Nepal/urdu se/urdu hun/urdu Imranbhai.mujhe/urdu apna/urdu mulk/urdu Nepal/urdu ka/urdu armycheif/english ka/urdu name/english maalum/urdu nahi/urdu wallah/urdu na/urdu padosi/urdu mulk/urdu Bharat/urdu ka/urdu magar/urdu Pakistan/urdu ka/urdu Pakistani/english Genz/english ab/urdu tak/urdu soye/urdu hain/urdu hamre/urdu Yahan/urdu Sirf/urdu 3se5hazar/urdu ki/urdu tadad/urdu Genz/english nikla/urdu tha/urdu sab/urdu kuch/urdu palat/urdu diya/urdu abhi/urdu hamre/urdu Dist/english mei/urdu mei/urdu muslim/urdu jhadap/urdu jari/urdu hai/urdu jiss/urdu mei/urdu do/urdu Hindu/urdu noujawan/urdu police/english ki/urdu goli/urdu se/urdu mar/urdu gaya/urdu aur/urdu 10/english hospitalies/english hai/urdu hinduon/urdu ka/urdu hum/urdu aate/urdu ki/urdu namak/urdu ke/urdu barabar/urdu hain/urdu magar/urdu majal/urdu hai/urdu Jo/urdu hum/urdu par/urdu ko/urdu pathar/urdu bhi/urdu phenke/urdu .kashmiri/urdu awam/urdu ke/urdu sath/urdu hamdardi/urdu Allah/urdu khansb/urdu ki/urdu hifazat/urdu farmaye.aameen/urdu
zfjRK9s0pjA,may allah inki beti ki sahet achi rahi,no,none,na,joy,urdu/urdu allah/ambiguous inki/urdu beti/urdu ki/urdu sahet/urdu achi/urdu rahi/urdu
PKFU1F2QEMQ,AoA! Aap kai kitnay subscribers kai bad first income ai thi?,no,none,na,none,AoA!/ambiguous Aap/urdu kai/urdu kitnay/urdu subscribers/english kai/urdu bad/urdu first/english income/english ai/urdu thi/urdu
VUKai4CZSNw,I am in Japan in Tokyo plZ apni. Location bataye ma na ap sa Milna hai,no,none,na,joy,I/english am/english in/english Japan/english in/english Tokyo/english plZ/ambiguous apni/urdu Location/english bataye/urdu ma/urdu na/urdu ap/urdu sa/urdu Milna/urdu hai/urdu
IMnXqYDHhZI,Ku lrkio ko  ehsas e kamtri  mubltla krty ho sb ...wely logo nikmmmyy koi talent ni bkwas krty,yes,offensive,na,anger,Ku/urdu lrkio/urdu ko/urdu ehsas/urdu e/urdu kamtri/urdu mubltla/urdu krty/urdu ho/urdu sb/urdu wely/urdu logo/urdu nikmmmyy/urdu koi/urdu talent/english ni/urdu bkwas/urdu krty/urdu
BljaIOvFkcM,"Kashmir walun ko chya ab athyar utha Lyn,",yes,offensive,na,anger,urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu english/english
zfjRK9s0pjA,Hi api today 4 march 2026 api me ne bht call ki ap ni nahi uthai 😥😥😥😥😥😥😥😥😥😥😥😥,no,none,na,sadness,Hi/english api/urdu today/english 4/english march/english 2026/english api/urdu me/urdu ne/urdu bht/urdu call/english ki/urdu ap/urdu ni/urdu nahi/urdu uthai/urdu
zXAAAXogJ78,Koi ajeeb hi lag rshy hain suit nahi kr rahi hai ye,no,none,na,surprise,Koi/urdu ajeeb/urdu hi/urdu lag/urdu rshy/ambiguous hain/urdu suit/english nahi/urdu kr/urdu rahi/urdu hai/urdu ye/urdu
ttL6k7wzGmQ,Allah aap ko set de,no,none,na,joy,Allah/urdu aap/urdu ko/urdu set/english de/urdu
eY0i4nBXqdY,Mere  bahi  ka   name   he   Hasan😂❤,no,none,na,joy,Mere/urdu bahi/urdu ka/urdu name/english he/urdu Hasan/ambiguous
nqbNLe84dpM,❤❤❤😮😮🎉🎉😅😅😊😊 Shashi aur Keshav ke Give festival kar diya hai,no,none,na,joy|surprise,ambiguous/ambiguous Shashi/urdu aur/urdu Keshav/urdu ke/urdu Give/english festival/urdu kar/urdu diya/urdu hai/urdu
EyrNOfyxSBQ,Nice movie yar Khuda ap ko or kamyab Kara 😊 Ameen,no,none,na,joy,Nice/english movie/english yar/urdu Khuda/urdu ap/urdu ko/urdu or/urdu kamyab/urdu Kara/urdu 😊/ambiguous Ameen/urdu
VUKai4CZSNw,Aroob tashma utaro Bry lag Rahi hu safa mia khalifa 😮,yes,offensive,na,surprise,Aroob/urdu tashma/urdu utaro/urdu Bry/english lag/urdu Rahi/urdu hu/urdu safa/urdu mia/urdu khalifa/urdu 😮/ambiguous
BaMLBWWvNHA,Teri to khud ke itne viewers nahi hai tu dilvayega rajab Ko paise rehne de teri aukat nahi hai rajab ke baare me baat krne ki phele teri aukat Bna uske liye baat krne ke liye,yes,offensive,na,anger,Teri/urdu to/urdu khud/urdu ke/urdu itne/urdu viewers/english nahi/urdu hai/urdu tu/urdu dilvayega/urdu rajab/urdu Ko/urdu paise/urdu rehne/urdu de/urdu teri/urdu aukat/urdu nahi/urdu hai/urdu rajab/urdu ke/urdu baare/urdu me/urdu baat/urdu krne/urdu ki/urdu phele/urdu teri/urdu aukat/urdu Bna/urdu uske/urdu liye/urdu baat/urdu krne/urdu ke/urdu liye/urdu
EyrNOfyxSBQ,To lrki ko bhi videos nhi B'nai chahoye,yes,offensive,na,anger,urdu/urdu lrki/urdu ko/urdu bhi/urdu videos/english nhi/urdu B'nai/urdu chahoye/urdu
4k0ZV0UFZSw,"Janan shame on you…
Nafrat ma aap shayad bhul gya ho ky Pakistan ma jo khuch bi ho rha ho aap ko Kya taqleef hy aap khud to bhagoray ho uk bthy ho",yes,offensive,na,anger,Janan/urdu shame/english on/english you/english Nafrat/urdu ma/urdu aap/urdu shayad/urdu bhul/urdu gya/urdu ho/urdu ky/urdu Pakistan/urdu ma/urdu jo/urdu khuch/urdu bi/urdu ho/urdu rha/urdu ho/urdu aap/urdu ko/urdu Kya/urdu taqleef/urdu hy/urdu aap/urdu khud/urdu to/urdu bhagoray/urdu ho/urdu uk/ambiguous bthy/urdu ho/urdu
4k0ZV0UFZSw,Imran rayaz army or Nawaz sharif or ppp to Pakistan ko suref taba kernay ay ha or ya log to good ha Imran Khan to Pakistan ko upper la KER ja raha tha Imran Khan to bad ha is liay Pakistan army Nawaz sharif or ppp ko chalanay do Tum be chup raho,yes,offensive,na,anger,Imran/ambiguous rayaz/urdu army/english or/english Nawaz/ambiguous sharif/urdu or/english ppp/english to/urdu Pakistan/ambiguous ko/urdu suref/urdu taba/urdu kernay/urdu ay/urdu ha/urdu or/english ya/urdu log/urdu to/urdu good/english ha/urdu Imran/ambiguous Khan/ambiguous to/urdu Pakistan/ambiguous ko/urdu upper/urdu la/urdu KER/urdu ja/urdu raha/urdu tha/urdu Imran/ambiguous Khan/ambiguous to/urdu bad/english ha/urdu is/urdu liay/urdu Pakistan/ambiguous army/english Nawaz/ambiguous sharif/urdu or/english ppp/english ko/urdu chalanay/urdu do/urdu Tum/urdu be/urdu chup/urdu raho/urdu
BmpRnfu16YA,Anaviya Ka face revel kardo pleas,no,none,na,none,urdu/urdu urdu/urdu english/english english/english urdu/urdu english/english
FH8OUP2_sN4,Fat fat fat fat Ducky bhai ....lose weight plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,no,offensive,na,anger,Fat/english fat/english fat/english fat/english Ducky/english bhai/urdu lose/english weight/english plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz/english
gvG35CxYOLg,Shaveer Bhai  ap Aysha k Sath vlog Kun nhi banate,no,none,na,none,Shaveer/ambiguous Bhai/urdu ap/urdu Aysha/ambiguous k/urdu Sath/urdu vlog/english Kun/urdu nhi/urdu banate/urdu
HeZ2VBdJeOk,Wa alikum salam ...allah pak apko apnay hifzo aman mein rakhy.ameen,no,none,na,joy,Wa/urdu alikum/urdu salam/urdu ...allah/urdu pak/urdu apko/urdu apnay/urdu hifzo/urdu aman/urdu mein/urdu rakhy.ameen/urdu
nqbNLe84dpM,Achi Lage rahi hai iqra api,no,none,na,joy,Achi/urdu Lage/urdu rahi/urdu hai/urdu iqra/ambiguous api/urdu
hhFGhAo4ZfY,Y bohat agy tk mar Raha aik point tk hona chahye y Teda ly kar ja Raha isko,no,none,na,anger,Y/ambiguous bohat/urdu agy/urdu tk/urdu mar/urdu Raha/urdu aik/urdu point/english tk/urdu hona/urdu chahye/urdu y/ambiguous Teda/urdu ly/urdu kar/urdu ja/urdu Raha/urdu isko/urdu
EyrNOfyxSBQ,Kya yah Sach hai,no,none,na,surprise,Kya/urdu yah/urdu Sach/urdu hai/urdu
WJxfQWiP9DQ,Pakistan ke bich subah banaa do muskurahat HAL ho jaenge khas taur per Karachi subah bnao pura muluk chal jaega❤,no,none,na,joy,Pakistan/ambiguous ke/urdu bich/urdu subah/urdu banaa/urdu do/urdu muskurahat/urdu HAL/urdu ho/urdu jaenge/urdu khas/urdu taur/urdu per/urdu Karachi/ambiguous subah/urdu bnao/urdu pura/urdu muluk/urdu chal/urdu jaega/urdu
BaMLBWWvNHA,Rajab king hai par tum thikk nhi ho kyo ki tum na sab video me bola hai ....tum ko jalan ho rhi hai ki 9.3 ho gaiya,yes,offensive,na,anger,urdu/urdu english/english urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu english/english urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu ambiguous/ambiguous urdu/urdu urdu/urdu
BljaIOvFkcM,11 shaheed 32 zakhmi thay subah tak hungu police,no,none,na,sadness|anger,11/ambiguous shaheed/urdu 32/ambiguous zakhmi/urdu thay/urdu subah/urdu tak/urdu hungu/urdu police/english
nqbNLe84dpM,areeb ganda sab se bara natak kar ra😂,yes,offensive,na,joy|anger,areeb/urdu ganda/urdu sab/urdu se/urdu bara/urdu natak/urdu kar/urdu ra/urdu
ttL6k7wzGmQ,Allah pak karm kare ga AP per 🎉🎉🎉🎉🎉❤❤❤❤❤❤❤,no,none,na,joy,Allah/urdu pak/urdu karm/urdu kare/urdu ga/urdu AP/english per/urdu 🎉🎉🎉🎉🎉❤❤❤❤❤❤❤/ambiguous
IMnXqYDHhZI,Mard ko kud hi apni izzat ka kyal nhi ha to Kya kar skte Hain bare bare Ghar may rehne say bari soch nhi hojati ha ye dunya ki orto ko dyka rahi Kay mard sar ka taj nhi poun ki juti ha😢😢😢,yes,offensive,na,anger|sadness,Mard/urdu ko/urdu kud/urdu hi/urdu apni/urdu izzat/urdu ka/urdu kyal/urdu nhi/urdu ha/urdu to/urdu Kya/urdu kar/urdu skte/urdu Hain/urdu bare/urdu bare/urdu Ghar/urdu may/urdu rehne/urdu say/urdu bari/urdu soch/urdu nhi/urdu hojati/urdu ha/urdu ye/urdu dunya/urdu ki/urdu orto/urdu ko/urdu dyka/urdu rahi/urdu Kay/urdu mard/urdu sar/urdu ka/urdu taj/urdu nhi/urdu poun/urdu ki/urdu juti/urdu ha/urdu
-w7eMfsuRgA,Ye in ka apna dya hwa istasna hiab ye bhj bhugtenor qom bhi bhugte,no,none,na,none,Ye/urdu in/urdu ka/urdu apna/urdu dya/ambiguous hwa/ambiguous istasna/ambiguous hiab/ambiguous ye/urdu bhj/ambiguous bhugtenor/ambiguous qom/urdu bhi/urdu bhugte/urdu
IMnXqYDHhZI,Guys Kal mera result ha plz 40 Banda Ameen bol dain ka Mera 490+ marks ay I'm very thankful to all of you,no,none,na,joy,Guys/english Kal/urdu mera/urdu result/english ha/urdu plz/english 40/english Banda/urdu Ameen/urdu bol/urdu dain/urdu ka/urdu Mera/urdu 490+/english marks/english ay/urdu I'm/english very/english thankful/english to/english all/english of/english you/english
nqbNLe84dpM,iqra zainab ka stah bilkul sahi howa h 😂😂 ye jo social media per bhagirat Bani hui hai na,yes,offensive,na,joy|anger,iqra/ambiguous zainab/ambiguous ka/urdu stah/urdu bilkul/urdu sahi/urdu howa/urdu h/urdu 😂😂/ambiguous ye/urdu jo/urdu social/english media/english per/urdu bhagirat/urdu Bani/urdu hui/urdu hai/urdu na/urdu
PKFU1F2QEMQ,Masllh both pyar ha ghr ap k ❤❤,no,none,na,joy,urdu/urdu both/english pyar/urdu ha/urdu ghr/urdu ap/urdu k/urdu ❤❤/ambiguous
zfjRK9s0pjA,Ikra Kamal main aapki bahut badi fan hun aap rabiya ka Vaishnavi kar de main Mera Naam Reshma hai main aapse Milana chahti hun aap lahaur mein rahte Hain Ham Pakistan mein rahte hain thank u Veri Mach❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉😊😊😊😊😊,no,none,na,joy,Ikra/ambiguous Kamal/ambiguous main/urdu aapki/urdu bahut/urdu badi/urdu fan/english hun/urdu aap/urdu rabiya/ambiguous ka/urdu Vaishnavi/ambiguous kar/urdu de/urdu main/urdu Mera/urdu Naam/urdu Reshma/ambiguous hai/urdu main/urdu aapse/urdu Milana/urdu chahti/urdu hun/urdu aap/urdu lahaur/ambiguous mein/urdu rahte/urdu Hain/urdu Ham/urdu Pakistan/ambiguous mein/urdu rahte/urdu hain/urdu thank/english u/english Veri/english Mach/english
8ksTrbtyTco,jafry ne dhandli ki hai,no,offensive,na,anger,urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu
